location_id,start_month,end_month,type_count,type_id,taxonomic_rank,taxonomic_rank_name,en_name,scientific_name,scientific_synonyms
1761243,8,,1,441,8,species,European plum,Prunus domestica,
1761245,10,11,1,405,8,species,Common medlar,Mespilus germanica,"Mespilus, Crataegus germanica"
1761247,9,10,1,68,8,species,Almond,Prunus amygdalus,"Prunus dulcis, Amygdalus communis, Amygdalus dulcis"
1761292,10,11,1,60,8,species,Strawberry tree,Arbutus unedo,
1761362,9,10,1,363,8,species,Sweet chestnut,Castanea sativa,
1761612,10,,1,73,6,genus,Walnut,Juglans,
1761416,6,7,1,115,6,genus,Serviceberry,Amelanchier,
1761561,10,10,1,70,6,genus,Chestnut,Castanea,
1761562,9,10,1,4554,9,subspecies,European plum,Prunus domestica 'Mirabelle',
1761613,7,9,1,2523,6,genus,Rubus,Rubus,
1761662,9,10,1,388,8,species,Blackthorn,Prunus spinosa,
1761703,9,11,1,48,7,multispecies,Blackberry,Rubus,
1761705,4,6,1,115,6,genus,Serviceberry,Amelanchier,
1761747,11,12,1,18,8,species,Loquat,Eriobotrya japonica,
1761749,2,4,1,1,7,multispecies,Plum,Prunus,
1761750,12,1,1,18,8,species,Loquat,Eriobotrya japonica,
1761751,3,5,1,13,8,species,Pomegranate,Punica granatum,
1761797,7,8,1,16,6,genus,Grape,Vitis,
1761800,9,11,1,112,8,species,Persian walnut,Juglans regia,
1761801,9,11,1,112,8,species,Persian walnut,Juglans regia,
1761802,10,11,1,112,8,species,Persian walnut,Juglans regia,
1761804,9,11,1,112,8,species,Persian walnut,Juglans regia,
1761808,9,11,1,112,8,species,Persian walnut,Juglans regia,
1761810,9,11,1,112,8,species,Persian walnut,Juglans regia,
1761812,9,11,1,112,8,species,Persian walnut,Juglans regia,
1761814,8,10,1,114,6,genus,Apple,Malus,
1761815,8,10,1,114,6,genus,Apple,Malus,
1761816,5,6,1,296,8,species,Sweet cherry,Prunus avium,
1761818,5,6,1,296,8,species,Sweet cherry,Prunus avium,
1761820,5,6,1,296,8,species,Sweet cherry,Prunus avium,
1761857,8,10,1,15,6,genus,Pear,Pyrus,
1761860,9,11,1,294,8,species,Common hazel,Corylus avellana,
1761878,9,11,1,179,8,species,Bur oak,Quercus macrocarpa,
1761880,9,11,1,294,8,species,Common hazel,Corylus avellana,
1761964,5,7,1,2273,8,species,Juneberry,Amelanchier lamarckii,
1761966,11,12,1,18,8,species,Loquat,Eriobotrya japonica,
1762077,11,1,1,1762,8,species,Lilly pilly,Syzygium smithii,
1761910,10,12,1,388,8,species,Blackthorn,Prunus spinosa,
1761620,5,,1,62,7,multispecies,Cherry,Prunus,
1761444,10,11,1,388,8,species,Blackthorn,Prunus spinosa,
1761342,10,11,1,2557,8,species,Bee-bee tree,Tetradium daniellii,
1761298,9,10,1,114,6,genus,Apple,Malus,
1764198,9,10,1,114,6,genus,Apple,Malus,
1762634,3,6,1,18,8,species,Loquat,Eriobotrya japonica,
1763080,11,,1,114,6,genus,Apple,Malus,
1762620,10,,1,73,6,genus,Walnut,Juglans,
1762373,12,2,1,5,8,species,Grapefruit,Citrus x paradisi,
1719834,7,9,3,114,6,genus,Apple,Malus,
1719834,7,9,3,48,7,multispecies,Blackberry,Rubus,
1719834,7,9,3,122,7,multispecies,Raspberry,Rubus,
1765374,7,8,1,48,7,multispecies,Blackberry,Rubus,
1764607,5,7,1,74,6,genus,Elderberry,Sambucus,
1764591,9,0,1,2640,8,species,Silver buffaloberry,Shepherdia argentea,
1762699,6,8,1,96,8,species,Black mulberry,Morus nigra,
1764177,7,10,1,48,7,multispecies,Blackberry,Rubus,
1764183,1,12,1,10,8,species,Rosemary,Rosmarinus officinalis,
1764189,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1762415,8,9,1,147,8,species,Sassafras,Sassafras albidum,
1764397,3,5,1,542,8,species,Wild garlic,Allium ursinum,
1764398,2,6,1,1825,8,species,Common dandelion,Taraxacum officinale,
1764401,4,7,1,48,7,multispecies,Blackberry,Rubus,
1721867,7,,1,441,8,species,European plum,Prunus domestica,
1764389,5,,1,4526,9,subspecies,Peach,Prunus persica 'Amsden',
1764395,3,5,1,542,8,species,Wild garlic,Allium ursinum,
1764421,4,6,1,598,8,species,Common plantain,Plantago major,
1764412,8,9,1,5163,9,subspecies,Reliance peach,Prunus persica 'Reliance',
1516375,8,9,3,124,8,species,Asian pear,Pyrus pyrifolia,
1516375,8,9,3,286,8,species,European pear,Pyrus communis,"Pyrus communis var. sativa, Pyrus sativa"
1516375,8,9,3,52,8,species,Peach,Prunus persica,
1764455,5,,2,615,8,species,Black mustard,Brassica nigra,
1764455,5,,2,74,6,genus,Elderberry,Sambucus,
1764456,5,,1,600,8,species,Wild rocket,Diplotaxis tenuifolia,
1764457,5,,2,4691,8,species,Ox-eye daisy,Leucanthemum vulgare,
1764457,5,,2,615,8,species,Black mustard,Brassica nigra,
1764451,7,9,1,1,7,multispecies,Plum,Prunus,
1764454,5,,1,49,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
1764462,4,,1,486,8,species,Three-cornered leek,Allium triquetrum,
1764458,8,,1,1,7,multispecies,Plum,Prunus,
1764470,7,8,1,48,7,multispecies,Blackberry,Rubus,
1764473,4,7,1,96,8,species,Black mulberry,Morus nigra,
1764482,4,11,1,173,8,species,Red mulberry,Morus rubra,
1764489,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1764490,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1764491,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1764500,7,8,1,56,6,genus,Prickly pear,Opuntia,
1764501,7,7,1,248,8,species,Cornelian cherry dogwood,Cornus mas,
1764503,5,,1,275,8,species,Carob,Ceratonia siliqua,
1764504,6,,1,5097,7,multispecies,Lemon,Citrus,
1764505,8,9,1,4942,8,species,Blackberry,Rubus fruticosus,
1764506,10,11,1,5186,6,genus,Canarium,Canarium,
1764507,10,11,1,5186,6,genus,Canarium,Canarium,
1764515,9,9,1,15,6,genus,Pear,Pyrus,
1764518,7,8,1,542,8,species,Wild garlic,Allium ursinum,
1764519,5,9,8,1,7,multispecies,Plum,Prunus,
1764519,5,9,8,15,6,genus,Pear,Pyrus,
1764519,5,9,8,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1764519,5,9,8,106,6,genus,Currant,Ribes,
1764519,5,9,8,114,6,genus,Apple,Malus,
1764519,5,9,8,122,7,multispecies,Raspberry,Rubus,
1764519,5,9,8,630,8,species,Blackcurrant,Ribes nigrum,
1764519,5,9,8,649,8,species,Jostaberry,Ribes x nidigrolaria,
1764517,9,10,1,120,6,genus,Hazel,Corylus,
1764516,9,10,1,227,6,genus,Juniper,Juniperus,
1764527,3,6,1,525,8,species,Purple deadnettle,Lamium purpureum,
1764539,9,10,1,114,6,genus,Apple,Malus,
1764560,5,8,1,173,8,species,Red mulberry,Morus rubra,
1764564,8,,1,2194,7,multispecies,Crabapple,Malus,
1764565,8,,1,545,6,genus,Sea-buckthorn,Hippophae,
1764567,7,8,1,396,8,species,Saskatoon,Amelanchier alnifolia,
1764566,8,,1,545,6,genus,Sea-buckthorn,Hippophae,
1764569,10,12,1,111,8,species,Black walnut,Juglans nigra,
1764572,8,10,1,5097,7,multispecies,Lemon,Citrus,
1764578,10,2,1,12,7,multispecies,Persimmon,Diospyros,
1764580,5,7,1,62,7,multispecies,Cherry,Prunus,
1764589,8,,1,48,7,multispecies,Blackberry,Rubus,
1764592,5,10,1,108,6,genus,Cattail,Typha,
1764563,7,9,1,633,8,species,Siberian peashrub,Caragana arborescens,
1764588,5,6,1,157,8,species,Garlic mustard,Alliaria petiolata,
1764246,4,5,1,542,8,species,Wild garlic,Allium ursinum,
1764758,7,10,2,114,6,genus,Apple,Malus,
1764758,7,10,2,48,7,multispecies,Blackberry,Rubus,
1764779,5,6,1,74,6,genus,Elderberry,Sambucus,
1765103,10,12,1,388,8,species,Blackthorn,Prunus spinosa,
1764571,7,8,1,4554,9,subspecies,European plum,Prunus domestica 'Mirabelle',
1764590,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1764616,3,4,1,56,6,genus,Prickly pear,Opuntia,
1764622,5,6,1,96,8,species,Black mulberry,Morus nigra,
1063443,1,3,1,265,8,species,Magenta lilly pilly,Syzygium paniculatum,Eugenia paniculata
1764632,5,,1,74,6,genus,Elderberry,Sambucus,
1764652,4,6,1,92,6,genus,Mulberry,Morus,
1764659,5,6,1,18,8,species,Loquat,Eriobotrya japonica,
1764655,5,6,1,62,7,multispecies,Cherry,Prunus,
1764651,4,6,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1764690,9,9,1,5208,9,subspecies,Herefordshire Russet apple,Malus pumila 'Herefordshire Russet',Malus pumila 'Hereford Russet'
1764689,8,8,1,5207,9,subspecies,Bradbourne Black cherry,Prunus avium 'Bradbourne Black',
1764692,9,9,1,5210,9,subspecies,Fiesta apple,Malus pumila 'Fiesta',Malus pumila 'Red Pippin'
1764697,8,8,1,5214,9,subspecies,Scrumptious apple,Malus pumila 'Scrumptious',
1764698,9,9,1,5215,9,subspecies,Concorde pear,Pyrus communis 'Concorde',
1764695,9,9,1,5213,9,subspecies,Merton Pride pear,Pyrus communis 'Merton Pride',
1764693,8,9,1,5211,9,subspecies,Victoria plum,Prunus domestica 'Victoria',
1764683,5,5,1,74,6,genus,Elderberry,Sambucus,
1764672,6,7,1,231,8,species,Indian plum,Oemleria cerasiformis,
1764650,5,7,1,74,6,genus,Elderberry,Sambucus,
1764687,6,7,1,115,6,genus,Serviceberry,Amelanchier,
1764688,10,11,1,13,8,species,Pomegranate,Punica granatum,
1764696,9,9,1,5208,9,subspecies,Herefordshire Russet apple,Malus pumila 'Herefordshire Russet',Malus pumila 'Hereford Russet'
1764694,8,8,1,5212,9,subspecies,Avalon plum,Prunus domestica 'Avalon',
1764700,5,7,1,74,6,genus,Elderberry,Sambucus,
1764703,4,5,1,163,6,genus,Linden,Tilia,
1764704,3,6,1,538,8,species,English plantain,Plantago lanceolata,
1764706,4,6,1,243,8,species,European linden,Tilia x europaea,
1764708,7,9,1,445,6,genus,Fig,Ficus,
1764710,7,9,1,445,6,genus,Fig,Ficus,
1764711,7,9,1,322,8,species,Black elderberry,Sambucus nigra,
1764712,7,9,1,322,8,species,Black elderberry,Sambucus nigra,
1764713,7,9,1,20,8,species,Common fig,Ficus carica,
1764714,7,9,1,96,8,species,Black mulberry,Morus nigra,
1764705,3,6,1,232,8,species,Stinging nettle,Urtica dioica,
1764686,6,8,1,96,8,species,Black mulberry,Morus nigra,
1764691,8,8,1,5209,9,subspecies,Morello cherry,Prunus cerasus 'Morello',
1764707,7,9,1,445,6,genus,Fig,Ficus,
606659,9,10,1,754,8,species,Hen-of-the-woods,Grifola frondosa,Polyporus frondosus
606657,7,8,1,719,6,genus,Chanterelle,Cantharellus,
606656,7,8,1,719,6,genus,Chanterelle,Cantharellus,
1764733,7,8,1,48,7,multispecies,Blackberry,Rubus,
1720349,4,7,1,156,8,species,Garden asparagus,Asparagus officinalis,
1764237,8,9,1,116,8,species,Pawpaw,Asimina triloba,
1764732,7,8,1,96,8,species,Black mulberry,Morus nigra,
1764744,7,8,1,16,6,genus,Grape,Vitis,
1764750,5,6,1,92,6,genus,Mulberry,Morus,
1764752,5,6,2,5222,8,species,Virginia spiderwort,Tradescantia virginiana,
1764759,7,8,1,48,7,multispecies,Blackberry,Rubus,
1764757,9,10,1,114,6,genus,Apple,Malus,
1764811,8,10,1,15,6,genus,Pear,Pyrus,
1764813,5,6,1,62,7,multispecies,Cherry,Prunus,
1764816,4,6,1,110,8,species,Black locust,Robinia pseudoacacia,
1764817,4,5,1,170,8,species,Japanese knotweed,Fallopia japonica,
1764820,5,6,1,62,7,multispecies,Cherry,Prunus,
1764822,5,8,2,2711,8,species,Himalayan blackberry,Rubus armeniacus,
1764822,5,8,2,230,8,species,Salmonberry,Rubus spectabilis,
1764833,9,10,1,1,7,multispecies,Plum,Prunus,
1764834,9,,1,16,6,genus,Grape,Vitis,
1764859,11,1,1,418,8,species,Common mango,Mangifera indica,
1764862,7,9,1,4989,9,subspecies,Purple-leaf plum,Prunus cerasifera,
1764863,7,9,1,4989,9,subspecies,Purple-leaf plum,Prunus cerasifera,
1764865,11,12,1,60,8,species,Strawberry tree,Arbutus unedo,
1764831,5,6,1,105,6,genus,Strawberry,Fragaria,
1764864,7,11,1,83,7,multispecies,Manzanita,Arctostaphylos,
1764869,4,5,1,58,8,species,Strawberry guava,Psidium cattleyanum,"Psidium littorale, Guajava cattleiana"
1764888,5,6,1,92,6,genus,Mulberry,Morus,
1764887,5,6,1,92,6,genus,Mulberry,Morus,
1764889,6,,1,115,6,genus,Serviceberry,Amelanchier,
1764890,5,0,1,115,6,genus,Serviceberry,Amelanchier,
1764934,5,6,1,74,6,genus,Elderberry,Sambucus,
1582592,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1764976,5,6,1,62,7,multispecies,Cherry,Prunus,
1764977,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1764978,5,6,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1762829,2,4,1,59,8,species,Olive,Olea europaea,
1762912,5,9,1,7,8,species,Avocado,Persea americana,
1763157,4,,1,18,8,species,Loquat,Eriobotrya japonica,
1764483,8,8,1,410,8,species,Common whitebeam,Sorbus aria,
1762752,,4,1,87,6,genus,Kiwifruit,Actinidia,
1762719,2,3,1,59,8,species,Olive,Olea europaea,
1762720,2,3,1,59,8,species,Olive,Olea europaea,
1764484,8,8,1,410,8,species,Common whitebeam,Sorbus aria,
1764485,8,8,1,410,8,species,Common whitebeam,Sorbus aria,
1764520,5,6,1,173,8,species,Red mulberry,Morus rubra,
1762996,9,10,1,73,6,genus,Walnut,Juglans,
1754887,11,,1,49,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
1762302,12,1,1,3,8,species,Orange,Citrus x sinensis,
1762296,12,3,1,1173,6,genus,Date palm,Phoenix,
1755352,10,10,1,49,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
1762301,8,10,1,120,6,genus,Hazel,Corylus,
1762470,9,9,1,2195,9,subspecies,Italian plum,Prunus domestica subsp. domestica 'Italian',
1762525,5,9,1,19,8,species,Kumquat,Citrus japonica,"Fortunella japonica, Citrus margarita, Fortunella margarita, Citrus obovata, Fortunella obovata"
1762540,11,1,1,113,8,species,Cherry plum,Prunus cerasifera,Prunus pissardii
1762669,1,2,1,965,8,species,Bigtooth maple,Acer grandidentatum,
1718175,9,11,1,70,6,genus,Chestnut,Castanea,
1718173,9,10,1,251,8,species,Turkish hazel,Corylus colurna,
1590771,5,6,1,62,7,multispecies,Cherry,Prunus,
1591221,7,7,1,48,7,multispecies,Blackberry,Rubus,
1722253,7,8,1,48,7,multispecies,Blackberry,Rubus,
1762346,9,10,1,14,8,species,Apple,Malus pumila,Malus domestica
1762347,9,10,1,14,8,species,Apple,Malus pumila,Malus domestica
1762352,7,9,1,101,8,species,Muscadine,Vitis rotundifolia,
1762354,12,3,1,383,6,genus,Macadamia,Macadamia,
1762355,12,3,1,383,6,genus,Macadamia,Macadamia,
1762356,12,3,1,383,6,genus,Macadamia,Macadamia,
1762366,1,12,2,3,8,species,Orange,Citrus x sinensis,
1762366,1,12,2,19,8,species,Kumquat,Citrus japonica,"Fortunella japonica, Citrus margarita, Fortunella margarita, Citrus obovata, Fortunella obovata"
1762367,8,9,1,2194,7,multispecies,Crabapple,Malus,
1762368,8,9,1,545,6,genus,Sea-buckthorn,Hippophae,
1762359,5,9,2,88,7,multispecies,Blueberry,Vaccinium,
1762359,5,9,2,5054,8,species,Bog bilberry,Vaccinium uliginosum,
1762374,9,10,1,13,8,species,Pomegranate,Punica granatum,
1717787,10,10,1,111,8,species,Black walnut,Juglans nigra,
1516096,8,10,1,445,6,genus,Fig,Ficus,
805016,9,10,1,445,6,genus,Fig,Ficus,
594037,6,8,2,445,6,genus,Fig,Ficus,
594037,6,8,2,14,8,species,Apple,Malus pumila,Malus domestica
1591129,7,8,1,114,6,genus,Apple,Malus,
1517696,9,11,1,114,6,genus,Apple,Malus,
1065289,7,7,1,248,8,species,Cornelian cherry dogwood,Cornus mas,
1763241,5,6,1,111,8,species,Black walnut,Juglans nigra,
1763238,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1763239,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1763240,6,,1,92,6,genus,Mulberry,Morus,
1763242,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1763348,3,6,1,59,8,species,Olive,Olea europaea,
1764190,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1764191,5,6,1,115,6,genus,Serviceberry,Amelanchier,
1764393,4,,1,18,8,species,Loquat,Eriobotrya japonica,
1762349,8,9,1,114,6,genus,Apple,Malus,
1762388,9,12,1,114,6,genus,Apple,Malus,
1762387,9,12,1,114,6,genus,Apple,Malus,
1582578,3,5,1,690,8,species,Ramps,Allium tricoccum,
1762407,9,1,1,114,6,genus,Apple,Malus,
1762413,1,2,1,20,8,species,Common fig,Ficus carica,
1762414,1,2,1,20,8,species,Common fig,Ficus carica,
1762400,10,2,1,12,7,multispecies,Persimmon,Diospyros,
1762429,1,2,1,1386,6,genus,Mango,Mangifera,
1762430,6,7,1,48,7,multispecies,Blackberry,Rubus,
1762436,9,,1,48,7,multispecies,Blackberry,Rubus,
1762439,1,1,1,113,8,species,Cherry plum,Prunus cerasifera,Prunus pissardii
1762446,1,3,1,19,8,species,Kumquat,Citrus japonica,"Fortunella japonica, Citrus margarita, Fortunella margarita, Citrus obovata, Fortunella obovata"
1762452,8,10,1,73,6,genus,Walnut,Juglans,
1762454,6,7,1,121,8,species,Sour cherry,Prunus cerasus,
1762455,6,7,1,121,8,species,Sour cherry,Prunus cerasus,
1762457,6,7,1,121,8,species,Sour cherry,Prunus cerasus,
1762453,1,2,1,114,6,genus,Apple,Malus,
1762482,7,7,1,701,8,species,Wine raspberry,Rubus phoenicolasius,
1762488,8,12,1,114,6,genus,Apple,Malus,
1762519,10,12,1,16,6,genus,Grape,Vitis,
1762522,9,11,1,380,7,multispecies,Lilly pilly,Syzygium,
1762523,12,1,1,62,7,multispecies,Cherry,Prunus,
1762524,3,8,1,59,8,species,Olive,Olea europaea,
1762526,10,12,1,1,7,multispecies,Plum,Prunus,
1762527,4,9,1,59,8,species,Olive,Olea europaea,
1762532,12,1,2,1386,6,genus,Mango,Mangifera,
1762532,12,1,2,2065,8,species,Custard apple,Annona reticulata,
1762521,12,1,1,113,8,species,Cherry plum,Prunus cerasifera,Prunus pissardii
1762541,12,1,1,18,8,species,Loquat,Eriobotrya japonica,
1762542,2,3,1,52,8,species,Peach,Prunus persica,
1762543,2,4,1,16,6,genus,Grape,Vitis,
1762544,2,3,1,59,8,species,Olive,Olea europaea,
1762545,12,2,1,48,7,multispecies,Blackberry,Rubus,
1762546,9,4,1,108,6,genus,Cattail,Typha,
1762547,12,2,1,114,6,genus,Apple,Malus,
1762548,2,9,1,59,8,species,Olive,Olea europaea,
1762549,9,11,1,18,8,species,Loquat,Eriobotrya japonica,
1762551,8,11,1,380,7,multispecies,Lilly pilly,Syzygium,
1762553,9,,1,92,6,genus,Mulberry,Morus,
1762555,1,2,1,418,8,species,Common mango,Mangifera indica,
1762556,4,4,6,5070,6,genus,Olive,Olea,
1762556,4,4,6,5071,7,multispecies,Orange,Citrus,
1762556,4,4,6,75,7,multispecies,Banana,Musa,
1762556,4,4,6,68,8,species,Almond,Prunus amygdalus,"Prunus dulcis, Amygdalus communis, Amygdalus dulcis"
1762556,4,4,6,114,6,genus,Apple,Malus,
1762556,4,4,6,445,6,genus,Fig,Ficus,
1762562,7,8,1,48,7,multispecies,Blackberry,Rubus,
1762566,2,,1,2119,8,species,Davidson's plum,Davidsonia pruriens,
1762557,1,1,4,445,6,genus,Fig,Ficus,
1762557,1,1,4,5070,6,genus,Olive,Olea,
1762557,1,1,4,275,8,species,Carob,Ceratonia siliqua,
1762557,1,1,4,92,6,genus,Mulberry,Morus,
1762587,7,8,1,48,7,multispecies,Blackberry,Rubus,
1762590,2,,1,78,8,species,Passionfruit,Passiflora edulis,
1762597,5,7,1,96,8,species,Black mulberry,Morus nigra,
1762599,7,9,1,101,8,species,Muscadine,Vitis rotundifolia,
1762600,7,10,1,115,6,genus,Serviceberry,Amelanchier,
1762610,6,9,1,105,6,genus,Strawberry,Fragaria,
1762616,9,11,1,155,8,species,Chinese chestnut,Castanea mollissima,
1762617,9,11,1,155,8,species,Chinese chestnut,Castanea mollissima,
1762624,6,8,1,4942,8,species,Blackberry,Rubus fruticosus,
1762638,2,3,1,468,8,species,Bunya pine,Araucaria bidwillii,
1762637,3,3,1,363,8,species,Sweet chestnut,Castanea sativa,
1762642,6,7,1,121,8,species,Sour cherry,Prunus cerasus,
1762651,10,11,1,405,8,species,Common medlar,Mespilus germanica,"Mespilus, Crataegus germanica"
1762660,6,9,1,5083,9,subspecies,Siracusa lemon,Citrus x limon 'Femminello',
1762662,8,10,1,2195,9,subspecies,Italian plum,Prunus domestica subsp. domestica 'Italian',
1762639,8,9,1,96,8,species,Black mulberry,Morus nigra,
1762664,2,3,1,59,8,species,Olive,Olea europaea,
1762661,8,10,1,114,6,genus,Apple,Malus,
1762666,8,9,1,92,6,genus,Mulberry,Morus,
1762665,2,2,1,380,7,multispecies,Lilly pilly,Syzygium,
1762633,3,6,3,5076,8,species,Algerian oak,Quercus canariensis,
1762633,3,6,3,380,7,multispecies,Lilly pilly,Syzygium,
1762633,3,6,3,2966,8,species,Plum pine,Podocarpus elatus,
1762658,6,8,1,5082,9,subspecies,Siling labuyo chili pepper,Capsicum frutescens 'Siling Labuyo',
1762654,8,9,1,3793,9,subspecies,Bavarian fig,Ficus carica 'Violletta',
1762659,7,9,1,458,8,species,Common guava,Psidium guajava,
1762655,7,11,1,418,8,species,Common mango,Mangifera indica,
1762663,3,3,1,20,8,species,Common fig,Ficus carica,
1762671,5,9,1,268,8,species,Bay laurel,Laurus nobilis,
1762679,1,3,1,4,8,species,Lemon,Citrus x limon,
1762680,6,8,1,48,7,multispecies,Blackberry,Rubus,
1762691,1,3,1,48,7,multispecies,Blackberry,Rubus,
1762694,8,10,1,16,6,genus,Grape,Vitis,
1762695,8,10,1,122,7,multispecies,Raspberry,Rubus,
1762700,3,6,1,58,8,species,Strawberry guava,Psidium cattleyanum,"Psidium littorale, Guajava cattleiana"
1762697,12,4,1,63,8,species,Fennel,Foeniculum vulgare,
1764292,8,9,1,96,8,species,Black mulberry,Morus nigra,
1762704,6,7,2,173,8,species,Red mulberry,Morus rubra,
1762704,6,7,2,97,8,species,White mulberry,Morus alba,Morus tatarica
1762814,6,8,1,1,7,multispecies,Plum,Prunus,
1762816,8,10,1,2194,7,multispecies,Crabapple,Malus,
1762817,8,10,1,2194,7,multispecies,Crabapple,Malus,
1762805,8,10,1,114,6,genus,Apple,Malus,
1762818,4,8,1,1978,8,species,Mock strawberry,Duchesnea indica,Potentilla indica
1762821,7,,1,52,8,species,Peach,Prunus persica,
1762828,5,7,1,263,6,genus,Citrus,Citrus,
1762815,4,8,1,539,8,species,Pineappleweed,Matricaria discoidea,
1762830,10,1,1,17,6,genus,Lavender,Lavandula,
1762831,8,11,1,96,8,species,Black mulberry,Morus nigra,
1762832,2,4,1,5070,6,genus,Olive,Olea,
1762833,5,8,1,263,6,genus,Citrus,Citrus,
1762834,8,11,1,96,8,species,Black mulberry,Morus nigra,
1762835,2,4,1,59,8,species,Olive,Olea europaea,
1762836,2,4,1,59,8,species,Olive,Olea europaea,
1762837,2,4,1,59,8,species,Olive,Olea europaea,
1762838,2,4,1,59,8,species,Olive,Olea europaea,
1762840,8,11,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1762841,5,8,1,23,8,species,Mandarin,Citrus reticulata,
1762842,2,4,1,5096,6,genus,Cereus cactus,Cereus,
1762843,4,8,1,5,8,species,Grapefruit,Citrus x paradisi,
1762844,7,9,1,115,6,genus,Serviceberry,Amelanchier,
1762839,8,11,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1762855,1,3,1,48,7,multispecies,Blackberry,Rubus,
1762858,8,11,1,111,8,species,Black walnut,Juglans nigra,
1762881,3,3,1,18,8,species,Loquat,Eriobotrya japonica,
1762887,5,8,1,56,6,genus,Prickly pear,Opuntia,
1762889,4,7,1,18,8,species,Loquat,Eriobotrya japonica,
1762898,7,10,1,7,8,species,Avocado,Persea americana,
1762899,7,10,1,7,8,species,Avocado,Persea americana,
1762900,7,10,1,7,8,species,Avocado,Persea americana,
1762901,6,10,1,7,8,species,Avocado,Persea americana,
1762902,6,10,1,7,8,species,Avocado,Persea americana,
1762904,6,8,1,2564,8,species,Malay rose apple,Syzygium malaccense,
1762905,6,9,1,1144,8,species,Smooth-shelled macadamia,Macadamia integrifolia,
1762897,7,10,1,7,8,species,Avocado,Persea americana,
1762896,7,10,1,7,8,species,Avocado,Persea americana,
1762895,7,8,1,3398,9,subspecies,Yellow passionfruit,Passiflora edulis f. favicarpa,
1762903,5,9,1,419,8,species,Starfruit,Averrhoa carambola,
1762918,2,3,1,18,8,species,Loquat,Eriobotrya japonica,
1762919,1,12,1,229,8,species,Common chickweed,Stellaria media,
1762931,6,8,1,96,8,species,Black mulberry,Morus nigra,
1762947,8,10,1,48,7,multispecies,Blackberry,Rubus,
1762942,11,2,1,59,8,species,Olive,Olea europaea,
1762974,9,10,1,120,6,genus,Hazel,Corylus,
1762977,5,11,1,175,6,genus,Maple,Acer,
1762981,7,8,1,445,6,genus,Fig,Ficus,
1762982,3,4,1,92,6,genus,Mulberry,Morus,
1762983,3,4,1,542,8,species,Wild garlic,Allium ursinum,
1762984,5,7,1,536,8,species,Lychee,Litchi chinensis,
1762985,8,9,1,1,7,multispecies,Plum,Prunus,
1763002,7,9,1,74,6,genus,Elderberry,Sambucus,
1763043,7,9,1,48,7,multispecies,Blackberry,Rubus,
1763046,4,5,1,868,8,species,Cashew,Anacardium occidentale,
1763042,7,10,1,1,7,multispecies,Plum,Prunus,
1763055,2,3,1,18,8,species,Loquat,Eriobotrya japonica,
1763057,9,12,1,114,6,genus,Apple,Malus,
1763060,6,7,1,4989,9,subspecies,Purple-leaf plum,Prunus cerasifera,
1763061,4,5,1,232,8,species,Stinging nettle,Urtica dioica,
1763062,4,5,1,157,8,species,Garlic mustard,Alliaria petiolata,
1763063,2,5,1,418,8,species,Common mango,Mangifera indica,
1763066,2,3,1,1474,5,family,Mustard,Brassicaceae,
1762946,3,5,1,5105,8,species,Drummond's onion,Allium drummondii,
1763069,9,10,1,2155,8,species,Che,Maclura tricuspidata,Cudrania tricuspidata
1763047,3,6,1,1386,6,genus,Mango,Mangifera,
1763070,3,5,1,18,8,species,Loquat,Eriobotrya japonica,
1763099,2,4,1,363,8,species,Sweet chestnut,Castanea sativa,
1763067,6,11,1,5114,8,species,Madeira vine,Anredera cordifolia,Boussingaultia cordifolia
1763074,9,10,1,15,6,genus,Pear,Pyrus,
1763081,3,7,1,4,8,species,Lemon,Citrus x limon,
1764257,4,7,1,96,8,species,Black mulberry,Morus nigra,
1763100,2,4,1,363,8,species,Sweet chestnut,Castanea sativa,
1763101,8,9,1,286,8,species,European pear,Pyrus communis,"Pyrus communis var. sativa, Pyrus sativa"
1763116,6,7,1,1426,8,species,Black raspberry,Rubus occidentalis,
1763115,7,7,1,1426,8,species,Black raspberry,Rubus occidentalis,
1763151,6,7,1,114,6,genus,Apple,Malus,
1763152,4,,1,18,8,species,Loquat,Eriobotrya japonica,
1763153,4,,1,18,8,species,Loquat,Eriobotrya japonica,
1763154,4,,1,18,8,species,Loquat,Eriobotrya japonica,
1763155,4,,1,18,8,species,Loquat,Eriobotrya japonica,
